INSTNM,ADM_RATE,NPT4_048_ALL,COSTT4_A,PCTPELL,C150_4,PCTFLOAN,CDR3,GRAD_DEBT_MDN,md_faminc,md_earn_wne_p10
American InterContinental University-Atlanta,NULL,17.717,23.799,0.8044,0.2066,0.9089,20.9,35.5,28.37,43
American InterContinental University-South Florida,NULL,16.932,24.664,0.635,0.2,0.8638,20.9,35.5,28.37,43
University of Phoenix-Philadelphia Campus,NULL,17.631,23.072,0.681,0.0714,0.6671,19,35.5,35.9465,53.4
University of Phoenix-Pittsburgh Campus,NULL,18.772,23.434,0.5664,0.3333,0.6814,19,35.5,35.9465,53.4
Midwest College of Oriental Medicine-Chicago,NULL,NULL,NULL,0.1351,NULL,0.4595,9,17.2735,NULL,NULL
Argosy University-Seattle,NULL,21.662,26.519,0.5631,NULL,0.6214,19.4,14.323,36.072,38.2
University of Phoenix-St Louis Campus,NULL,20.169,25.521,0.7554,0.0339,0.7325,19,35.5,35.9465,53.4
University of Phoenix-Cleveland Campus,NULL,19.686,25.594,0.6519,0.2326,0.716,19,35.5,35.9465,53.4
Atlantic Institute of Oriental Medicine,NULL,NULL,NULL,0,NULL,0.7778,2.6,NULL,NULL,NULL
Crossroads Bible College,NULL,15.495,19.05,0.7626,0.7222,0.7626,18.3,26.9505,36.25,26.8
King's University,0.8587,16.473,19.304,0.4778,0.1,0.6556,4.2,NULL,39.1595,34.7
Pacific Islands University,0.8929,15.289,19.456,0.8,0.9355,0,0,NULL,0,NULL
Westwood College-River Oaks,NULL,25.019,28.458,0.8814,0.5573,0.8686,21.1,37.6555,17.6025,32.2
The Art Institute of Washington,NULL,23.483,29.84,0.5517,0.2453,0.781,22.3,29.771,40.1815,31.6
Marlboro College-Graduate School,NULL,NULL,NULL,0.25,NULL,0.5625,5.4,26.25,69.907,25.9
University of Phoenix-Boston Campus,NULL,20.584,23.434,0.3255,0.0714,0.3725,19,35.5,35.9465,53.4
University of Phoenix-Dallas Campus,NULL,18.909,24.294,0.5636,0.2157,0.6006,19,35.5,35.9465,53.4
University of Phoenix-Houston Campus,NULL,18.971,24.179,0.6072,0.1728,0.6601,19,35.5,35.9465,53.4
University of Phoenix-Milwaukee Campus,NULL,19.791,24.282,0.6973,0.1875,0.737,19,35.5,35.9465,53.4
University of Phoenix-Idaho Campus,NULL,19.219,24.034,0.6822,0.2262,0.6699,19,35.5,35.9465,53.4
Westwood College-Inland Empire,NULL,22.329,28.403,0.8333,0.3287,0.7995,16,38.7475,30.9325,35
National American University-Ellsworth AFB Extension,NULL,NULL,NULL,0.1165,0,0.0763,21.4,34.486,29.3415,37.8
Pillar College,NULL,13.02,26.171,0.6472,0.3333,0.7417,6.7,25,31.692,NULL
Oregon State University-Cascades Campus,NULL,NULL,NULL,0.5296,NULL,0.5812,5,23.166,54.955,46.4
International Academy of Design and Technology-Orlando,NULL,15.185,20.648,0.7826,0.2719,0.8957,26.6,29.375,32.306,27.8
San Diego State University-Imperial Valley Campus,0.607,NULL,NULL,NULL,NULL,NULL,5.2,16.46,37.534,48.7
National Graduate School of Quality Management,NULL,NULL,NULL,0,NULL,0.1529,3.5,12.5,NULL,NULL
Apex School of Theology,NULL,9.23,10.705,0.8929,0.8,0.9341,12.6,NULL,29.2875,NULL
Yeshiva Shaarei Torah of Rockland,1,18.75,26.75,0.5593,NULL,0,0,NULL,20.349,NULL
Universidad Pentecostal Mizpa,NULL,5.9,10.933,0.7412,0.1429,0,0,NULL,15.53,NULL
Nevada State College,0.5037,9.918,16.547,0.3299,0.1379,0.4025,6.9,24.756,45.534,NULL
California State University-Channel Islands,0.6443,11.089,22.57,0.3959,0.5156,0.4151,5,16,32.103,NULL
The Art Institute of California-Argosy University Orange County,NULL,24.376,32.068,0.6271,0.363,0.8344,19.4,14.323,37.488,38.2
Franklin W Olin College of Engineering,0.1685,4.077,59.275,0.0673,0.9863,0.2778,0,19.5,NULL,NULL
University of Phoenix-Kansas City Campus,NULL,19.041,24.514,0.7193,0.1875,0.7132,19,35.5,35.9465,53.4
University of Phoenix-Atlanta Campus,NULL,17.525,22.715,0.6908,0.1598,0.6961,19,35.5,35.9465,53.4
University of Phoenix-Chicago Campus,NULL,18.989,24.383,0.6263,0.1336,0.6922,19,35.5,35.9465,53.4
University of Phoenix-Nashville Campus,NULL,18.041,23.234,0.6964,0.1765,0.7046,19,35.5,35.9465,53.4
University of Phoenix-Northern Virginia Campus,NULL,19.752,22.347,0.2182,0.2,0.3682,19,35.5,35.9465,53.4
Argosy University-Dallas,NULL,21.09,24.365,0.6386,NULL,0.6988,19.4,14.323,36.072,38.2
Grantham University,NULL,10.553,15.252,0.1975,NULL,0.1936,0,13.554,NULL,NULL
University of the Potomac-VA Campus,NULL,14.562,17.8,0.3158,NULL,0.4211,15.7,30.5,30.368,65.4
Ottawa University-Jeffersonville,NULL,NULL,NULL,0.514,NULL,0.5794,8.7,25,45.681,40.7
Birthingway College of Midwifery,NULL,NULL,NULL,0.4111,NULL,0.6444,5.2,39.772,24.222,NULL
Faith Evangelical College & Seminary,NULL,21.676,23.595,0.403,0.8333,0.3209,5.5,15.4515,38.7505,NULL
Family of Faith College,0.6667,NULL,21.795,0.6,1,0.25,6.2,NULL,27.7445,NULL
West Coast University-Los Angeles,0.5444,35.368,41.318,0.4249,NULL,0.7646,1.9,33.832,48.729,NULL
Williamson Christian College,NULL,14.011,20.737,0.4805,0,0.4156,2,NULL,50.178,NULL
DigiPen Institute of Technology,0.6635,30.905,37.848,0.2866,0.5422,0.5888,1.3,27,68.233,NULL
University of Phoenix-Charlotte Campus,NULL,17.871,23.434,0.7108,0.1463,0.6979,19,35.5,35.9465,53.4
University of Phoenix-Indianapolis Campus,NULL,18.488,23.692,0.7205,0.0851,0.7458,19,35.5,35.9465,53.4
Westwood College-Chicago Loop,NULL,24.78,28.9,0.8657,0.3457,0.8574,21.1,37.6555,17.6025,32.2
Strayer University-Tennessee,NULL,29.716,32.554,0.7389,0,0.8809,14.9,39.4995,NULL,51.7
Strayer University-Pennsylvania,NULL,20.35,32.554,0.6256,0.25,0.7895,14.9,39.4995,NULL,51.7
University of Phoenix-Columbus Georgia Campus,NULL,18.39,23.814,0.7547,0.1835,0.6937,19,35.5,35.9465,53.4
University of Phoenix-Memphis Campus,NULL,18.206,23.827,0.7929,0.1713,0.7921,19,35.5,35.9465,53.4
University of Phoenix-Little Rock Campus,NULL,17.945,23.331,0.7538,0.1702,0.7209,19,35.5,35.9465,53.4
National University College-Rio Grande,0.835,9.086,14.101,0.8301,0.2154,0.4458,11.4,7.533,0,16.7
Northcentral University,NULL,NULL,NULL,0.304,NULL,0.3283,7,15.625,NULL,NULL
Colorado Technical University-Online,NULL,16.956,22.041,0.6782,0.2015,0.8923,19.4,35.5,29.262,44.1
Baptist University of the Americas,NULL,8.729,14.542,0.398,0.2941,0,19,NULL,20.646,NULL
Beis Medrash Heichal Dovid,1,8.552,16,0.2703,0.1,0,0,NULL,26.17,NULL
Jones International University,NULL,15.575,20.576,0.697,0.2,0.8152,19.9,32.926,46.5255,NULL
New Life Theological Seminary,NULL,22.077,24.685,0.6168,0.4,0.8224,17.9,NULL,30.559,NULL
The Art Institute of Tucson,NULL,24.761,29.827,0.6995,0,0.8372,24.6,21.599,18.613,25.2
Flagler College-Tallahassee,NULL,NULL,NULL,0.653,NULL,0.637,6,23.638,61.14,37.2
American InterContinental University-Online,NULL,17.193,22.497,0.6983,0.3122,0.896,20.9,35.5,28.37,43
Westwood College-Atlanta Midtown,NULL,21.777,26.698,0.9781,0.2365,0.9781,19.8,36.833,29.5585,29.8
International Academy of Design and Technology-Troy,NULL,15.98,20.796,0.7275,0.2217,0.9137,25.6,42.103,26.7,25.2
American InterContinental University-Houston,NULL,19.386,24.724,0.6667,0.2759,0.7786,20.9,35.5,28.37,43
University of California-Merced,0.7551,8.933,30.637,0.5977,0.5674,0.5767,7.3,19.559,41.894,NULL
Central Methodist University-College of Graduate and Extended Studies,NULL,NULL,NULL,0.1925,NULL,0.2937,10.6,17.285,44.654,33.4
University of Phoenix-Jersey City Campus,NULL,17.589,22.602,0.6168,0.0727,0.6475,19,35.5,35.9465,53.4
University of Phoenix-Minneapolis St Paul Campus,NULL,20.072,25.594,0.6091,0.1053,0.7037,19,35.5,35.9465,53.4
University of Phoenix-Louisville Campus,NULL,18.037,23.434,0.729,0.125,0.7523,19,35.5,35.9465,53.4
Neumont University,0.7997,31.588,37.379,0.5391,0.5431,0.8868,6.7,29.042,39.241,27.5
University of Phoenix-Central Valley Campus,NULL,18.711,24.393,0.6304,0.1865,0.5971,19,35.5,35.9465,53.4
Roseman University of Health Sciences,NULL,NULL,NULL,0.2966,NULL,0.8051,3.6,27.5,NULL,NULL
Ave Maria University,0.5959,15.846,34.729,0.3209,0.5912,0.5624,14.1,24.4215,73.813,NULL
Ecclesia College,0.3074,16.817,25.657,0.5,0.2,0.506,23.4,NULL,18.116,NULL
Maple Springs Baptist Bible College and Seminary,NULL,NULL,19.825,0.2027,0,0,0,NULL,NULL,NULL
Uta Mesivta of Kiryas Joel,NULL,10.164,15.794,0.9093,0.6564,0,0,NULL,13.381,NULL
Harrisburg University of Science and Technology,NULL,20.884,35.931,0.554,0.381,0.7944,19.5,29.5,NULL,NULL
University of Phoenix-San Antonio Campus,NULL,19.871,24.514,0.4617,0.1829,0.4682,19,35.5,35.9465,53.4
University of Phoenix-Austin Campus,NULL,19.609,24.514,0.5522,0.1,0.5174,19,35.5,35.9465,53.4
University of Phoenix-Richmond-Virginia Beach Campus,NULL,18.12,23.434,0.5754,0,0.5266,19,35.5,35.9465,53.4
University of Phoenix-Raleigh Campus,NULL,18.756,23.434,0.5721,0.125,0.5572,19,35.5,35.9465,53.4
International Academy of Design and Technology-Henderson,NULL,14.76,20.099,0.6984,0.1818,0.8891,26.6,29.375,32.306,27.8
International Academy of Design and Technology-Seattle,NULL,16.433,22.472,0.597,0.2442,0.8687,26.6,29.375,32.306,27.8
United States University,NULL,16.317,19.353,0.3503,NULL,0.4772,3.9,22.396,45.8275,NULL
Westwood College-Arlington Ballston,NULL,26.358,30.64,0.7878,0.4091,0.8088,17.6,38.913,25.04,34.2
Argosy University-Los Angeles,NULL,20.713,25.416,0.6751,NULL,0.6968,19.4,14.323,37.488,38.2
Expression College for Digital Arts,NULL,22.756,29.989,0.4768,0.4534,0.6072,14.4,40,34.177,NULL
University of Phoenix-Savannah Campus,NULL,18.557,23.754,0.7134,0.1234,0.666,19,35.5,35.9465,53.4
University of Phoenix-Northern Nevada Campus,NULL,17.77,23.487,0.5,0.1,0.6546,19,35.5,35.9465,53.4
Georgia Gwinnett College,NULL,11.15,16.501,0.5307,0.2678,0.4999,16.4,21.636,NULL,NULL
SUM Bible College and Theological Seminary,NULL,22.81,26.941,0.8469,0.6,0.9813,8.6,27.1035,NULL,NULL
Careers Unlimited,NULL,NULL,NULL,0.5169,1,0.764,1.9,28.895,NULL,NULL
Doane College-Lincoln Grand Island and Master,NULL,7.366,12.916,0.4368,0,0.6636,2.7,22.529,NULL,42.3
The Art Institute of Indianapolis,NULL,24.565,30.922,0.6083,0.2427,0.8142,24.6,21.599,NULL,25.2
University of Phoenix-Omaha Campus,NULL,NULL,NULL,0.7059,0,0.7647,19,35.5,NULL,53.4
University of Phoenix-Northwest Arkansas Campus,NULL,18.202,23.206,0.7097,0.1417,0.8046,19,35.5,NULL,53.4
University of Phoenix-Columbia Campus,NULL,17.869,23.434,0.6652,0.1324,0.652,19,35.5,NULL,53.4
Westwood College-Annandale,NULL,27.104,32.004,0.6032,0.5532,0.7169,17.6,38.913,NULL,34.2
Argosy University-Denver,NULL,17.815,24.365,0.5472,NULL,0.7547,19.4,14.323,NULL,38.2
The Robert B Miller College,NULL,NULL,NULL,0.4714,NULL,0.5695,10.9,25.1645,NULL,NULL
University of Phoenix-Fairfield County Campus,NULL,19.734,23.434,0.5357,0.087,0.6786,19,35.5,NULL,53.4
University of Phoenix-Harrisburg Campus,NULL,18.096,23.434,0.7287,NULL,0.7209,19,35.5,NULL,53.4
University of South Florida-St Petersburg,0.4401,9.337,18.821,0.3928,0.4273,0.4556,7.4,19.735,NULL,41.7
Arizona State University-Downtown Phoenix,0.757,9.313,22.909,0.4245,0.4732,0.5784,8.5,20.375,NULL,NULL
The Art Institute of Tennessee-Nashville,NULL,24.774,32.308,0.63,0.4186,0.8427,22.3,29.771,NULL,31.6
Strayer University-Florida,NULL,27.41,32.554,0.6993,0.25,0.7772,14.9,39.4995,NULL,51.7
American Public University System,NULL,9.017,14.185,0.3054,0.4211,0.2727,13,17.311,NULL,NULL
Bais Medrash Toras Chesed,0.4605,5.196,14.7,0.4286,0.1786,0,0,NULL,NULL,NULL
Visible Music College,0.5536,27.533,32.8,0.4444,0.5714,0.8889,3.7,25.75,NULL,NULL
University of the West,NULL,6.4,19.082,0.1719,0.3333,0.1719,13.8,NULL,NULL,NULL
South University-Tampa,0.6327,22.079,28.639,0.6525,0.0417,0.7967,23.1,27.167,NULL,29.8
Averett University-Non-Traditional Programs,NULL,NULL,NULL,0.3081,NULL,0.4842,9.9,26,NULL,42.3
The Art Institute of Salt Lake City,NULL,24.394,30.943,0.6738,0.1724,0.851,24.6,21.599,NULL,25.2
The Art Institute of Charleston,NULL,26.197,32.345,0.6316,0.3077,0.8182,22.3,29.771,NULL,31.6
The Art Institute of California-Argosy University Sacramento,NULL,25.716,33.645,0.7144,0.5238,0.8381,19.4,14.323,NULL,38.2
Strayer University-Delaware,NULL,NULL,NULL,0.6113,NULL,0.8057,14.9,39.4995,NULL,51.7
Strayer University-Alabama,NULL,29.771,32.554,0.7358,NULL,0.8593,14.9,39.4995,NULL,51.7
International Academy of Design and Technology-Sacramento,NULL,16.734,23.09,0.7649,0.1707,0.9371,26.6,29.375,NULL,27.8
University of Phoenix-Birmingham Campus,NULL,18.939,23.918,0.7181,0.1081,0.7092,19,35.5,NULL,53.4
International Academy of Design and Technology-San Antonio,NULL,19.231,24.391,0.8074,0.2,0.9513,26.6,29.375,NULL,27.8
University of Phoenix-Augusta Campus,NULL,17.728,23.268,0.7212,0.1811,0.6674,19,35.5,NULL,53.4
University of Phoenix-Washington DC Campus,NULL,17.829,23.434,0.5468,0,0.6355,19,35.5,NULL,53.4
University of Phoenix-Chattanooga Campus,NULL,18.772,23.903,0.7737,0.0909,0.7596,19,35.5,NULL,53.4
Argosy University-Inland Empire,NULL,19.502,24.461,0.727,NULL,0.7757,19.4,14.323,NULL,38.2
Argosy University-Nashville,NULL,19.025,24.365,0.848,NULL,0.8246,19.4,14.323,NULL,38.2
Argosy University-San Diego,NULL,21.958,27.325,0.5209,NULL,0.4419,19.4,14.323,NULL,38.2
LIU Riverhead,NULL,NULL,NULL,0.5294,NULL,0.7843,9.5,25,NULL,46
Columbia Southern University,NULL,9.746,13.265,0.2248,0.3975,0.2818,5.9,17.985,NULL,NULL
Trident University International,NULL,14.975,18.864,0.144,0.5827,0.1223,2.8,14.872,NULL,NULL
Digital Media Arts College,NULL,17.473,24.572,0.6788,0.4,0.8102,11.5,43.4755,NULL,NULL
Yeshivas Be'er Yitzchok,1,16.476,29.376,0.7778,NULL,0,0,NULL,NULL,NULL
Yeshiva Toras Chaim,1,2.799,19.236,0.5931,0.0294,0,0,NULL,NULL,NULL
Talmudical Seminary of Bobov,0.8684,2.124,12.55,0.9597,0.3704,0,0,NULL,NULL,NULL
University of South Florida-Sarasota-Manatee,0.3461,NULL,NULL,0.4073,NULL,0.4691,7.4,19.735,NULL,41.7
The Art Institute of Austin,NULL,25.784,31.68,0.5678,NULL,0.7794,22.8,30.5,NULL,32.9
The Art Institutes International Kansas City,NULL,25.943,31.075,0.5819,NULL,0.869,24.6,21.599,NULL,25.2
Argosy University-Salt Lake City,NULL,18.496,23.107,0.7634,NULL,0.8473,19.4,14.323,NULL,38.2
Strayer University-Kentucky,NULL,29.316,32.554,0.715,NULL,0.8339,14.9,39.4995,NULL,51.7
Strayer University-North Carolina,NULL,30.395,32.554,0.7116,0.2857,0.8548,14.9,39.4995,NULL,51.7
Strayer University-New Jersey,NULL,31.487,32.554,0.5286,NULL,0.7123,14.9,39.4995,NULL,51.7
The King�??s College,0.7115,22.107,44.72,0.3162,0.6136,0.6151,3.7,22.25,NULL,NULL
Chamberlain College of Nursing-Illinois,0.5,18.902,24.552,0.2698,NULL,0.6887,5.8,25.693,NULL,56.3
Chamberlain College of Nursing-Arizona,0.5556,18.645,22.228,0.5085,NULL,0.8719,5.8,25.693,NULL,56.3
Ottawa University-Online,NULL,NULL,NULL,0.5032,NULL,0.6218,8.7,25,NULL,40.7
Taft University System,NULL,NULL,NULL,0,NULL,0,3,NULL,NULL,NULL
Aspen University,NULL,20.821,23.11,0.0769,NULL,0.0831,3,NULL,NULL,NULL
Denver School of Nursing,NULL,NULL,NULL,0.2979,NULL,0.8422,1.5,24.367,NULL,NULL
Yeshiva of Machzikai Hadas,1,14.976,26.176,0.7874,0.5172,0,0,NULL,NULL,NULL
Providence Christian College,0.5328,14.858,35.917,0.4219,0.5385,0.5625,16.6,27,NULL,NULL
The Art Institute of Washington-Dulles,NULL,22.429,28.629,0.5,NULL,0.8034,22.3,29.771,NULL,31.6
Argosy University-Phoenix Online Division,NULL,31.674,37.108,0.709,0.2388,0.6546,19.4,14.323,NULL,38.2
Polytechnic University of Puerto Rico-Miami,NULL,23.066,26.577,0.5556,1,0.7963,10.8,16.648,NULL,25.4
Polytechnic University of Puerto Rico-Orlando,NULL,19.884,22.784,0.5893,NULL,0.6875,10.8,16.648,NULL,25.4
Strayer University-Utah,NULL,27.054,32.554,0.7129,NULL,0.8119,14.9,39.4995,NULL,51.7
Strayer University-Ohio,NULL,29.548,32.554,0.7439,NULL,0.875,14.9,39.4995,NULL,51.7
University of Minnesota-Rochester,0.5421,9.951,22.141,0.2778,NULL,0.6763,3.6,21.5,NULL,47.8
Chamberlain College of Nursing-Florida,0.25,NULL,NULL,0.5341,NULL,0.8549,5.8,25.693,NULL,56.3
Remington College of Nursing Orlando,NULL,NULL,NULL,0,NULL,0.8462,9.5,9.5,NULL,28.9
Horizon University,NULL,NULL,NULL,0.4127,NULL,0.2857,0,NULL,NULL,NULL
New Hope Christian College-Honolulu,0.9767,12.927,18.314,0.4472,0.2414,0.4309,15.6,24.711,NULL,23.2
City Vision College,NULL,NULL,NULL,0.2857,NULL,0.2381,0,NULL,NULL,NULL
Bethel College,1,9.932,18.021,0.5672,0,0.7612,0,NULL,NULL,NULL
West Coast University-Orange County,0.5263,39.612,43.784,0.4021,NULL,0.7754,1.9,33.832,NULL,NULL
West Coast University-Ontario,0.4902,36.02,41.496,0.4834,NULL,0.7708,1.9,33.832,NULL,NULL
National University College-Ponce,0.8379,8.737,13.853,0.8865,NULL,0.6798,11.4,7.533,NULL,16.7
Strayer University-Arkansas,NULL,NULL,NULL,0.8173,NULL,0.9327,14.9,39.4995,NULL,51.7
Strayer University-Georgia,NULL,28.761,32.554,0.774,0.0833,0.8504,14.9,39.4995,NULL,51.7
Strayer University-Louisiana,NULL,NULL,NULL,0.7669,NULL,0.8571,14.9,39.4995,NULL,51.7
Strayer University-Mississippi,NULL,NULL,NULL,0.8479,NULL,0.9355,14.9,39.4995,NULL,51.7
Strayer University-South Carolina,NULL,28.748,32.554,0.7063,0.25,0.8118,14.9,39.4995,NULL,51.7
Strayer University-Texas,NULL,28.521,32.554,0.6735,NULL,0.7895,14.9,39.4995,NULL,51.7
South University�??Richmond,0.5135,24.826,28.471,0.6477,NULL,0.7865,23.1,27.167,NULL,29.8
South University�??Virginia Beach,0.3421,24.882,28.881,0.6819,NULL,0.6324,23.1,27.167,NULL,29.8
Touro University Worldwide,0.8814,7.6,20.498,0.3737,NULL,0.1919,0,NULL,NULL,NULL
Touro University Nevada,NULL,NULL,NULL,0.4419,NULL,0.7209,0.4,23.8995,NULL,NULL
Strayer University-Global Region,NULL,30.704,32.554,0.6201,0.2667,0.7025,14.9,39.4995,NULL,51.7
California University of Management and Sciences,NULL,20.289,25.82,0.0476,NULL,0,0,NULL,NULL,NULL
Johnson & Wales University-Online,NULL,NULL,NULL,0.5575,NULL,0.823,11,27,NULL,35.1
American Sentinel University,NULL,15.205,19.605,0.0831,NULL,0.1823,0,13.8465,NULL,NULL
Remington College-Heathrow Campus,0.4714,19.072,23.519,0.834,NULL,0.83,9.5,9.5,NULL,28.9
Chamberlain College of Nursing-Virginia,0.8333,26.12,26.12,0.4828,NULL,0.842,5.8,25.693,NULL,56.3
Georgia Christian University,NULL,20.385,25.01,0.0292,NULL,0.0219,0,NULL,NULL,NULL
North American University,NULL,8.405,19.909,0.4276,NULL,0.3914,0,NULL,NULL,NULL
Millennia Atlantic University,NULL,NULL,NULL,0.2364,NULL,0.3273,0,NULL,NULL,NULL
John Paul the Great Catholic University,0.8815,28.214,40.896,0.2826,0.5152,0.5362,0,21.499,NULL,NULL
University of Phoenix-Jackson Campus,NULL,17.318,22.994,0.8409,NULL,0.8295,19,35.5,NULL,53.4
National American University-Tulsa,NULL,NULL,NULL,0.8488,NULL,0.9109,21.4,34.486,NULL,37.8
Chamberlain College of Nursing-Missouri,0.6,20.775,25.501,0.5315,0.3333,0.8944,5.8,25.693,NULL,56.3
Chamberlain College of Nursing-Texas,0,NULL,NULL,0.5758,NULL,0.8615,5.8,25.693,NULL,56.3
South University-The Art Institute of Fort Worth,NULL,25.729,30.693,0.6332,NULL,0.8116,23.1,27.167,NULL,29.8
South University-Novi,0.3333,25.878,29.65,0.633,NULL,0.7766,23.1,27.167,NULL,29.8
The Art Institute of Wisconsin,NULL,24.013,29.785,0.6549,NULL,0.8122,24.6,21.599,NULL,25.2
University of Phoenix-Baton Rouge Campus,NULL,18.005,23.154,0.7102,NULL,0.6852,19,35.5,NULL,53.4
University of Phoenix-Lafayette Campus,NULL,18.24,23.434,0.75,NULL,0.7,19,35.5,NULL,53.4
University of Phoenix-Shreveport-Bossier Campus,NULL,17.673,23.434,0.729,NULL,0.7,19,35.5,NULL,53.4
Whitworth University-Adult Degree Programs,NULL,NULL,NULL,0.5783,NULL,0.7741,4.5,26.0365,NULL,41.2
Springfield College-School of Human Services,NULL,NULL,NULL,0.695,NULL,0.9349,5.6,25,NULL,45.1
Criswell College,NULL,20.498,23.168,0.284,0.1875,0.1523,0,NULL,NULL,NULL
Academy of Couture Art,0.7241,32.826,38.389,0.381,0.7143,0.5714,0,NULL,NULL,NULL
Strayer University-Wisconsin,NULL,NULL,NULL,0.8824,NULL,0.951,14.9,39.4995,NULL,NULL
Strayer University-Indiana,NULL,NULL,NULL,0.7949,NULL,0.8462,14.9,39.4995,NULL,NULL
Bais HaMedrash and Mesivta of Baltimore,1,12.1,20.2,0.2857,0.7778,0,0,NULL,NULL,NULL
Yeshiva Gedolah Zichron Leyma,1,NULL,17.4,0.3462,0.6,0,0,NULL,NULL,NULL
Be'er Yaakov Talmudic Seminary,1,6.989,17.099,0.9962,0.7143,0,0,NULL,NULL,NULL
Colorado State University-Global Campus,NULL,NULL,NULL,0.2944,NULL,0.5225,4.8,14.2095,NULL,NULL
Strayer University-Minnesota,NULL,30.704,32.554,0.6053,NULL,0.8421,14.9,39.4995,NULL,NULL
National American University-Mesquite,NULL,NULL,NULL,0.7674,NULL,0.8023,21.4,34.486,NULL,NULL
Pennsylvania State University-World Campus,0.7138,17.348,25.441,0.3634,NULL,0.5769,7.7,27,NULL,NULL
South University-Austin,0.5,24.977,29.061,0.6273,NULL,0.6091,23.1,27.167,NULL,NULL
Elizabethtown College School of Continuing and Professional Studies,NULL,NULL,NULL,0.2813,NULL,0.5914,3.6,27,NULL,NULL
Warner Pacific College Adult Degree Program,NULL,31.292,34.187,0.5589,NULL,0.7632,7,26.643,NULL,NULL
Florida Institute of Technology-Online,NULL,NULL,NULL,0.3114,NULL,0.592,15,26.158,NULL,NULL
California Miramar University,NULL,21.442,21.442,0,NULL,0.0455,0,NULL,NULL,NULL
Midwives College of Utah,NULL,NULL,NULL,0.053,NULL,0.0227,0,NULL,NULL,NULL
Grace Mission University,NULL,13.866,16.458,1,1,0.1944,0,NULL,NULL,NULL
Mid-South Christian College,NULL,11.973,14.795,0.4074,0.25,0,0,NULL,NULL,NULL
Yeshiva Gedolah Kesser Torah,1,4.7,15.3,0.2466,NULL,0,0,NULL,NULL,NULL
Yeshiva Yesodei Hatorah,1,9.334,18.5,0.4717,0.5,0,0,NULL,NULL,NULL
Georgia Regents University,0.4103,1.347,7.715,0.4309,0.2935,0.5241,6.8,10,NULL,NULL
Middle Georgia State College,0.4486,7.986,13.472,0.5141,0.1343,0.5098,16,11.2045,NULL,NULL
Virginia Baptist College,NULL,NULL,NULL,0,0.1,0,0,NULL,NULL,NULL
DeVry College of New York,0.7581,18.134,25.15,0.7081,0.2155,0.7945,18.5,43.068,NULL,NULL
DeVry University-Arizona,0.8834,18.989,25.099,0.6258,0.2675,0.8006,18.5,43.068,NULL,NULL
DeVry University-California,0.8381,17.437,24.05,0.6449,0.3367,0.7712,18.5,43.068,NULL,NULL
DeVry University-Colorado,0.7419,22.049,26.908,0.5416,0.3654,0.6699,18.5,43.068,NULL,NULL
DeVry University-Florida,0.7336,19.924,25.426,0.6445,0.3799,0.7795,18.5,43.068,NULL,NULL
DeVry University-Georgia,0.8064,19.149,25.718,0.7027,0.2968,0.8375,18.5,43.068,NULL,NULL
DeVry University-Illinois,0.704,19.766,25.625,0.6411,0.2939,0.8155,18.5,43.068,NULL,NULL
DeVry University-Indiana,0.7714,21.293,26.345,0.6057,0.125,0.82,18.5,43.068,NULL,NULL
